"storm_year","max_residual","mean_sea_level"
1972,69.0340343054005,-2.38976548269581
1973,38.9303523036058,6.02844748858447
1974,61.8602936344215,0.767477168949772
1975,71.9644549761239,11.2037899543379
1976,74.1912309674456,3.48073770491803
1977,93.1123471483562,-9.89859589041096
1978,54.2283669220233,-4.10158675799087
1979,64.102944181134,-0.850844748858448
1980,63.0025913099274,-3.12717440801457
1981,62.9959857608549,8.81429223744292
1982,69.1789281687015,9.1262100456621
1983,57.7423340101258,10.3582534246575
1984,63.937220140314,7.91770264116576
1985,49.1398499469562,-3.06163242009132
1986,45.28318352936,0.778193857746319
1987,51.9310536548156,5.33068493150685
1988,56.6490282762152,4.48426684881603
1989,48.0430370005874,18.9227511415525
1990,60.2090893268729,19.5983675799087
1991,74.7659705462051,2.32916666666667
1992,52.9902411778377,11.2795765027322
1993,55.8262927785753,7.75069634703196
1994,59.0928279462075,-2.03683789954338
1995,68.750273410144,12.1711415525114
1996,31.808128692056,-13.2996926229508
1997,64.2506424503525,2.63191780821918
1998,58.0003395534816,0.515445205479452
1999,58.7295960937049,7.01442922374429
2000,65.3944468244023,9.94132513661202
2001,34.8536335753286,-3.61190639269406
2002,69.2104381104291,11.8009703196347
2003,47.9245624359293,-11.4582077625571
2004,78.2718627981953,1.68465391621129
2005,88.4234519017545,8.27769406392694
2006,59.0795410312701,-4.0399200913242
2007,63.4509975508914,12.981095890411
2008,56.3095556954034,11.3868852459016
2009,58.3299260397751,0.809577625570777
2010,53.3457411277241,-6.03518264840183
2011,51.1641556890296,-3.7971803652968
2012,56.1578487988778,9.5925660291439
2013,39.4926445373785,-4.70684931506849
2014,50.5209453217719,-1.97714611872146
2015,59.0461192472048,2.09309360730594
2016,65.1024278299499,0.990505464480874
2017,42.8801669450618,0.668892694063927
2018,37.3379698393916,-0.126061643835616
2019,44.0510620328181,-0.757831050228311
2020,50.6451541733974,11.8820696721311
2021,60.1490256148257,-0.116358447488584
2022,56.7599756700944,5.39431506849315
2023,39.3587603436608,-2.7398401826484
2024,73.6973558231471,3.80528353450239
2025,50.7439774881652,3.51598065955864
