"storm_year","max_residual","mean_sea_level"
1961,47.9579554356168,258.863672723117
1962,88.2708211424394,257.063611175248
1964,50.9344060471433,242.608398558827
1965,73.7179142062732,243.420265021704
1966,111.589619118029,246.091106290672
1967,74.6843543588493,246.583534552144
1968,88.4976536574007,247.345338500114
1969,54.4720637314624,251.986721611722
1970,67.0788422503485,244.488132818894
1971,46.978714792409,243.231077759089
1972,76.098795684421,247.314095059705
1973,89.1851501087724,250.580597185677
1974,35.5708667157248,244.790054592927
1975,51.2487708708176,243.814569536424
1976,71.0339058959112,254.753798641137
1977,30.6993206478635,249.841798501249
1978,33.2131696037411,246.953080903104
1979,42.4517249113849,249.833333333333
1980,106.41736703273,245.785474731121
1981,43.975217913823,240.007665026885
1982,60.5307419322384,240.734380373725
1983,60.8659787586197,244.114272654554
1984,79.0721138431182,241.005350637523
1985,78.2638391393884,237.396347031963
1986,83.983693955152,235.168264840183
1987,37.0997169496894,244.534589041096
1988,57.8990359548947,246.140710382514
1989,33.71834541582,237.394520547945
1990,48.9321193707358,243.220205479452
1991,91.4626041810636,241.854337899543
1992,62.1695516537583,244.080634124088
1993,42.5284388236094,241.976141552511
1994,51.618146415711,237.71997716895
1995,99.5160268570563,243.675194152581
1996,61.0428885241679,234.303847905282
1997,94.3974617900379,238.552767273977
1998,52.7974234220645,242.690753424658
1999,67.3044678197223,242.184931506849
2000,37.4077185861665,248.603569372481
2001,44.7868062065152,245.466438356164
2002,60.0035412975666,240.429223744292
2003,49.7606190587925,244.481506849315
2004,68.6166160217323,240.596653005464
2005,85.4630590298123,249.524086757991
2006,49.7979560593455,232.025154356277
2007,44.125013123462,236.213453631795
2008,81.8681115267439,237.194896913088
2009,34.4361650509767,237.349657534247
2010,78.7263807413948,238.533569308061
2011,44.1271925789244,239.721898227559
2012,107.506978873497,243.043983591613
2013,84.6611161945559,244.352168949772
2014,101.465936712416,239.541324200913
2015,104.596442680722,235.991438356164
2016,51.0084561905709,242.763091985428
2017,36.5388312942988,240.566666666667
2018,121.860225801678,240.875342465753
2019,111.867370670262,249.629680365297
2020,61.5306200874647,251.749288398042
2021,43.3903251627059,249.230936073059
2022,45.7130676542743,251.874728788398
2023,47.1475893244485,249.551940639269
